time/fps,time/total_timesteps,time/time_elapsed,rollout/success_rate,train/critic_loss,train/ent_coef_loss,time/episodes,train/learning_rate,rollout/ep_rew_mean,train/n_updates,train/ent_coef,train/actor_loss,rollout/ep_len_mean
1948,24000,12,0.0,0.22752659022808075,-1.6107618808746338,4,0.001,0.010866770833333332,479,0.6173310875892639,-13.486539840698242,500.0
1947,24000,12,0.0,,,8,,0.010866770833333332,,,,500.0
1946,24000,12,0.0,,,12,,0.010866770833333332,,,,500.0
1946,24000,12,0.0,,,16,,0.010866770833333332,,,,500.0
1945,24000,12,0.0,,,20,,0.010866770833333332,,,,500.0
1944,24000,12,0.0,,,24,,0.010866770833333332,,,,500.0
1943,24000,12,0.0,,,28,,0.010866770833333332,,,,500.0
1943,24000,12,0.0,,,32,,0.010866770833333332,,,,500.0
1942,24000,12,0.0,,,36,,0.010866770833333332,,,,500.0
1941,24000,12,0.0,,,40,,0.010866770833333332,,,,500.0
1940,24000,12,0.0,,,44,,0.010866770833333332,,,,500.0
1939,24000,12,0.0,,,48,,0.010866770833333332,,,,500.0
1952,48000,24,0.0,0.07409238815307617,-3.248969078063965,52,0.001,0.017395593749999997,979,0.37571194767951965,-11.889007568359375,500.0
1951,48000,24,0.0,,,56,,0.017395593749999997,,,,500.0
1951,48000,24,0.0,,,60,,0.017395593749999997,,,,500.0
1951,48000,24,0.0,,,64,,0.017395593749999997,,,,500.0
1950,48000,24,0.0,,,68,,0.017395593749999997,,,,500.0
1950,48000,24,0.0,,,72,,0.017395593749999997,,,,500.0
1949,48000,24,0.0,,,76,,0.017395593749999997,,,,500.0
1949,48000,24,0.0,,,80,,0.017395593749999997,,,,500.0
1949,48000,24,0.0,,,84,,0.017395593749999997,,,,500.0
1948,48000,24,0.0,,,88,,0.017395593749999997,,,,500.0
1948,48000,24,0.0,,,92,,0.017395593749999997,,,,500.0
1948,48000,24,0.0,,,96,,0.017395593749999997,,,,500.0
1955,72000,36,0.0,0.01944783516228199,-4.921643257141113,100,0.001,0.03038334,1479,0.2280595898628235,-7.797685623168945,500.0
1955,72000,36,0.0,,,104,,0.03038334,,,,500.0
1954,72000,36,0.0,,,108,,0.03038334,,,,500.0
1954,72000,36,0.0,,,112,,0.03038334,,,,500.0
1954,72000,36,0.0,,,116,,0.03038334,,,,500.0
1954,72000,36,0.0,,,120,,0.03038334,,,,500.0
1953,72000,36,0.0,,,124,,0.03038334,,,,500.0
1953,72000,36,0.0,,,128,,0.03038334,,,,500.0
1953,72000,36,0.0,,,132,,0.03038334,,,,500.0
1953,72000,36,0.0,,,136,,0.03038334,,,,500.0
1952,72000,36,0.0,,,140,,0.03038334,,,,500.0
1952,72000,36,0.0,,,144,,0.03038334,,,,500.0
1941,96000,49,0.0,0.004778942093253136,-6.638373374938965,148,0.001,0.053327849999999996,1979,0.13795305788516998,-4.8114190101623535,500.0
1941,96000,49,0.0,,,152,,0.053327849999999996,,,,500.0
1941,96000,49,0.0,,,156,,0.053327849999999996,,,,500.0
1941,96000,49,0.0,,,160,,0.053327849999999996,,,,500.0
1941,96000,49,0.0,,,164,,0.053327849999999996,,,,500.0
1940,96000,49,0.0,,,168,,0.053327849999999996,,,,500.0
1940,96000,49,0.0,,,172,,0.053327849999999996,,,,500.0
1940,96000,49,0.0,,,176,,0.053327849999999996,,,,500.0
1940,96000,49,0.0,,,180,,0.053327849999999996,,,,500.0
1940,96000,49,0.0,,,184,,0.053327849999999996,,,,500.0
1939,96000,49,0.0,,,188,,0.053327849999999996,,,,500.0
1939,96000,49,0.0,,,192,,0.053327849999999996,,,,500.0
1943,120000,61,0.0,0.002322486136108637,-8.36207389831543,196,0.001,0.03661543,2479,0.08341709524393082,-2.9051995277404785,500.0
1943,120000,61,0.0,,,200,,0.03661543,,,,500.0
1943,120000,61,0.0,,,204,,0.03661543,,,,500.0
1943,120000,61,0.0,,,208,,0.03661543,,,,500.0
1943,120000,61,0.0,,,212,,0.03661543,,,,500.0
1942,120000,61,0.0,,,216,,0.03661543,,,,500.0
1942,120000,61,0.0,,,220,,0.03661543,,,,500.0
1942,120000,61,0.0,,,224,,0.03661543,,,,500.0
1942,120000,61,0.0,,,228,,0.03661543,,,,500.0
1942,120000,61,0.0,,,232,,0.03661543,,,,500.0
1942,120000,61,0.0,,,236,,0.03661543,,,,500.0
1942,120000,61,0.0,,,240,,0.03661543,,,,500.0
1932,144000,74,0.0,0.001482649939134717,-10.040292739868164,244,0.001,0.06190791000000002,2979,0.05048879235982895,-1.7243969440460205,500.0
1932,144000,74,0.0,,,248,,0.06190791000000002,,,,500.0
1932,144000,74,0.0,,,252,,0.06190791000000002,,,,500.0
1932,144000,74,0.0,,,256,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,260,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,264,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,268,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,272,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,276,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,280,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,284,,0.06190791000000002,,,,500.0
1931,144000,74,0.0,,,288,,0.06190791000000002,,,,500.0
1929,168000,87,0.0,0.001092178514227271,-11.673705101013184,292,0.001,0.07726177,3479,0.030603988096117973,-1.0012738704681396,500.0
1929,168000,87,0.0,,,296,,0.07726177,,,,500.0
1929,168000,87,0.0,,,300,,0.07726177,,,,500.0
1929,168000,87,0.0,,,304,,0.07726177,,,,500.0
1929,168000,87,0.0,,,308,,0.07726177,,,,500.0
1929,168000,87,0.0,,,312,,0.07726177,,,,500.0
1929,168000,87,0.0,,,316,,0.07726177,,,,500.0
1929,168000,87,0.0,,,320,,0.07726177,,,,500.0
1929,168000,87,0.0,,,324,,0.07726177,,,,500.0
1928,168000,87,0.0,,,328,,0.07726177,,,,500.0
1928,168000,87,0.0,,,332,,0.07726177,,,,500.0
1928,168000,87,0.0,,,336,,0.07726177,,,,500.0
1923,192000,99,0.0,0.0009137546876445413,-13.315930366516113,340,0.001,0.0327554,3979,0.01857929117977619,-0.5438207387924194,500.0
1923,192000,99,0.0,,,344,,0.0327554,,,,500.0
1923,192000,99,0.0,,,348,,0.0327554,,,,500.0
1923,192000,99,0.0,,,352,,0.0327554,,,,500.0
1923,192000,99,0.0,,,356,,0.0327554,,,,500.0
1923,192000,99,0.0,,,360,,0.0327554,,,,500.0
1923,192000,99,0.0,,,364,,0.0327554,,,,500.0
1923,192000,99,0.0,,,368,,0.0327554,,,,500.0
1923,192000,99,0.0,,,372,,0.0327554,,,,500.0
1922,192000,99,0.0,,,376,,0.0327554,,,,500.0
1922,192000,99,0.0,,,380,,0.0327554,,,,500.0
1922,192000,99,0.0,,,384,,0.0327554,,,,500.0
