time/total_timesteps,time/fps,rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,train/n_updates,train/loss,train/learning_rate
3518400,5000,,17592,703,200.0,-241103.41367437996,0.0,,,
3523200,4998,0.601542857142857,17596,704,200.0,-242314.38617319,0.0,36595,728.5631225585937,0.0001
3523200,4998,,17600,704,200.0,-242314.38617319,0.0,,,
3523200,4998,,17604,704,200.0,-242314.38617319,0.0,,,
3523200,4998,,17608,704,200.0,-242314.38617319,0.0,,,
3523200,4998,,17612,704,200.0,-242314.38617319,0.0,,,
3523200,4998,,17616,704,200.0,-242314.38617319,0.0,,,
3528000,4995,0.601,17620,706,200.0,-242988.8532161,0.0,36645,753.0114868164062,0.0001
3528000,4995,,17624,706,200.0,-242988.8532161,0.0,,,
3528000,4995,,17628,706,200.0,-242988.8532161,0.0,,,
3528000,4995,,17632,706,200.0,-242988.8532161,0.0,,,
3528000,4995,,17636,706,200.0,-242988.8532161,0.0,,,
3528000,4995,,17640,706,200.0,-242988.8532161,0.0,,,
3532800,4993,0.6004571428571428,17644,707,200.0,-244646.49286845003,0.0,36695,729.9555908203125,0.0001
3532800,4993,,17648,707,200.0,-244646.49286845003,0.0,,,
3532800,4993,,17652,707,200.0,-244646.49286845003,0.0,,,
3532800,4993,,17656,707,200.0,-244646.49286845003,0.0,,,
3532800,4993,,17660,707,200.0,-244646.49286845003,0.0,,,
3532800,4993,,17664,707,200.0,-244646.49286845003,0.0,,,
3537600,4991,0.5999142857142858,17668,708,200.0,-242509.30428127002,0.0,36745,752.2658813476562,0.0001
3537600,4991,,17672,708,200.0,-242509.30428127002,0.0,,,
3537600,4991,,17676,708,200.0,-242509.30428127002,0.0,,,
3537600,4991,,17680,708,200.0,-242509.30428127002,0.0,,,
3537600,4991,,17684,708,200.0,-242509.30428127002,0.0,,,
3537600,4991,,17688,708,200.0,-242509.30428127002,0.0,,,
3542400,4988,0.5993714285714284,17692,710,200.0,-241519.51717688,0.0,36795,731.9740966796875,0.0001
3542400,4988,,17696,710,200.0,-241519.51717688,0.0,,,
3542400,4988,,17700,710,200.0,-241519.51717688,0.0,,,
3542400,4988,,17704,710,200.0,-241519.51717688,0.0,,,
3542400,4988,,17708,710,200.0,-241519.51717688,0.0,,,
3542400,4988,,17712,710,200.0,-241519.51717688,0.0,,,
3547200,4987,0.5988285714285715,17716,711,200.0,-241036.39639314,0.0,36845,736.7087280273438,0.0001
3547200,4985,,17720,711,200.0,-241036.39639314,0.0,,,
3547200,4985,,17724,711,200.0,-241036.39639314,0.0,,,
3547200,4985,,17728,711,200.0,-241036.39639314,0.0,,,
3547200,4985,,17732,711,200.0,-241036.39639314,0.0,,,
3547200,4985,,17736,711,200.0,-241036.39639314,0.0,,,
3552000,4982,0.5982857142857143,17740,712,200.0,-240108.63770649998,0.0,36895,733.349658203125,0.0001
3552000,4982,,17744,712,200.0,-240108.63770649998,0.0,,,
3552000,4982,,17748,712,200.0,-240108.63770649998,0.0,,,
3552000,4982,,17752,712,200.0,-240108.63770649998,0.0,,,
3552000,4982,,17756,712,200.0,-240108.63770649998,0.0,,,
3552000,4982,,17760,712,200.0,-240108.63770649998,0.0,,,
3556800,4979,0.5977428571428571,17764,714,200.0,-240805.10418758,0.0,36945,746.8280517578125,0.0001
3556800,4979,,17768,714,200.0,-240805.10418758,0.0,,,
3556800,4979,,17772,714,200.0,-240805.10418758,0.0,,,
3556800,4979,,17776,714,200.0,-240805.10418758,0.0,,,
3556800,4979,,17780,714,200.0,-240805.10418758,0.0,,,
3556800,4979,,17784,714,200.0,-240805.10418758,0.0,,,
3561600,4977,0.5972000000000001,17788,715,200.0,-241887.29850694002,0.0,36995,734.285888671875,0.0001
3561600,4977,,17792,715,200.0,-241887.29850694002,0.0,,,
3561600,4977,,17796,715,200.0,-241887.29850694002,0.0,,,
3561600,4977,,17800,715,200.0,-241887.29850694002,0.0,,,
3561600,4977,,17804,715,200.0,-241887.29850694002,0.0,,,
3561600,4977,,17808,715,200.0,-241887.29850694002,0.0,,,
3566400,4975,0.5966571428571429,17812,716,200.0,-241678.69158788997,0.0,37045,737.228369140625,0.0001
3566400,4975,,17816,716,200.0,-241678.69158788997,0.0,,,
3566400,4975,,17820,716,200.0,-241678.69158788997,0.0,,,
3566400,4975,,17824,716,200.0,-241678.69158788997,0.0,,,
3566400,4975,,17828,716,200.0,-241678.69158788997,0.0,,,
3566400,4975,,17832,716,200.0,-241678.69158788997,0.0,,,
3571200,4972,0.5961142857142857,17836,718,200.0,-243027.20354525998,0.0,37095,745.391259765625,0.0001
3571200,4972,,17840,718,200.0,-243027.20354525998,0.0,,,
3571200,4972,,17844,718,200.0,-243027.20354525998,0.0,,,
3571200,4972,,17848,718,200.0,-243027.20354525998,0.0,,,
3571200,4972,,17852,718,200.0,-243027.20354525998,0.0,,,
3571200,4972,,17856,718,200.0,-243027.20354525998,0.0,,,
3576000,4969,0.5955714285714285,17860,719,200.0,-242256.34202977,0.0,37145,733.7242065429688,0.0001
3576000,4969,,17864,719,200.0,-242256.34202977,0.0,,,
3576000,4969,,17868,719,200.0,-242256.34202977,0.0,,,
3576000,4969,,17872,719,200.0,-242256.34202977,0.0,,,
3576000,4969,,17876,719,200.0,-242256.34202977,0.0,,,
3576000,4969,,17880,719,200.0,-242256.34202977,0.0,,,
3580800,4967,0.5950285714285715,17884,720,200.0,-240689.05112383998,0.0,37195,740.8352783203125,0.0001
3580800,4967,,17888,720,200.0,-240689.05112383998,0.0,,,
3580800,4967,,17892,720,200.0,-240689.05112383998,0.0,,,
3580800,4967,,17896,720,200.0,-240689.05112383998,0.0,,,
3580800,4967,,17900,720,200.0,-240689.05112383998,0.0,,,
3580800,4967,,17904,720,200.0,-240689.05112383998,0.0,,,
3585600,4964,0.5944857142857143,17908,722,200.0,-239995.91398924997,0.0,37245,720.411328125,0.0001
3585600,4964,,17912,722,200.0,-239995.91398924997,0.0,,,
3585600,4964,,17916,722,200.0,-239995.91398924997,0.0,,,
3585600,4964,,17920,722,200.0,-239995.91398924997,0.0,,,
3585600,4964,,17924,722,200.0,-239995.91398924997,0.0,,,
3585600,4964,,17928,722,200.0,-239995.91398924997,0.0,,,
3590400,4962,0.5939428571428571,17932,723,200.0,-239674.72303505,0.0,37295,738.832958984375,0.0001
3590400,4962,,17936,723,200.0,-239674.72303505,0.0,,,
3590400,4962,,17940,723,200.0,-239674.72303505,0.0,,,
3590400,4962,,17944,723,200.0,-239674.72303505,0.0,,,
3590400,4962,,17948,723,200.0,-239674.72303505,0.0,,,
3590400,4962,,17952,723,200.0,-239674.72303505,0.0,,,
3595200,4959,0.5933999999999999,17956,724,200.0,-238588.75078895,0.0,37345,750.6990234375,0.0001
3595200,4959,,17960,724,200.0,-238588.75078895,0.0,,,
3595200,4959,,17964,724,200.0,-238588.75078895,0.0,,,
3595200,4959,,17968,724,200.0,-238588.75078895,0.0,,,
3595200,4959,,17972,724,200.0,-238588.75078895,0.0,,,
3595200,4959,,17976,724,200.0,-238588.75078895,0.0,,,
3600000,4957,0.5928571428571427,17980,726,200.0,-239544.46879529994,0.0,37395,734.2864135742187,0.0001
3600000,4957,,17984,726,200.0,-239544.46879529994,0.0,,,
3600000,4957,,17988,726,200.0,-239544.46879529994,0.0,,,
3600000,4957,,17992,726,200.0,-239544.46879529994,0.0,,,
3600000,4957,,17996,726,200.0,-239544.46879529994,0.0,,,
3600000,4957,,18000,726,200.0,-239544.46879529994,0.0,,,
3604800,4954,0.5923142857142858,18004,727,200.0,-240648.13532966998,0.0,37445,733.74912109375,0.0001
3604800,4954,,18008,727,200.0,-240648.13532966998,0.0,,,
3604800,4954,,18012,727,200.0,-240648.13532966998,0.0,,,
3604800,4954,,18016,727,200.0,-240648.13532966998,0.0,,,
3604800,4954,,18020,727,200.0,-240648.13532966998,0.0,,,
3604800,4954,,18024,727,200.0,-240648.13532966998,0.0,,,
3609600,4952,0.5917714285714286,18028,728,200.0,-240441.51107987,0.0,37495,733.2228637695313,0.0001
3609600,4952,,18032,728,200.0,-240441.51107987,0.0,,,
3609600,4952,,18036,728,200.0,-240441.51107987,0.0,,,
3609600,4952,,18040,728,200.0,-240441.51107987,0.0,,,
3609600,4952,,18044,728,200.0,-240441.51107987,0.0,,,
3609600,4952,,18048,728,200.0,-240441.51107987,0.0,,,
3614400,4949,0.5912285714285714,18052,730,200.0,-241167.05133895,0.0,37545,719.1657348632813,0.0001
3614400,4949,,18056,730,200.0,-241167.05133895,0.0,,,
3614400,4949,,18060,730,200.0,-241167.05133895,0.0,,,
3614400,4949,,18064,730,200.0,-241167.05133895,0.0,,,
3614400,4949,,18068,730,200.0,-241167.05133895,0.0,,,
3614400,4949,,18072,730,200.0,-241167.05133895,0.0,,,
3619200,4948,0.5906857142857144,18076,731,200.0,-240931.02823012997,0.0,37595,731.7926513671875,0.0001
3619200,4948,,18080,731,200.0,-240931.02823012997,0.0,,,
3619200,4948,,18084,731,200.0,-240931.02823012997,0.0,,,
3619200,4948,,18088,731,200.0,-240931.02823012997,0.0,,,
3619200,4948,,18092,731,200.0,-240931.02823012997,0.0,,,
3619200,4948,,18096,731,200.0,-240931.02823012997,0.0,,,
3624000,4945,0.5901428571428571,18100,732,200.0,-240433.69583306994,0.0,37645,714.5575439453125,0.0001
3624000,4945,,18104,732,200.0,-240433.69583306994,0.0,,,
3624000,4945,,18108,732,200.0,-240433.69583306994,0.0,,,
3624000,4945,,18112,732,200.0,-240433.69583306994,0.0,,,
3624000,4945,,18116,732,200.0,-240433.69583306994,0.0,,,
3624000,4945,,18120,732,200.0,-240433.69583306994,0.0,,,
3628800,4943,0.5896,18124,734,200.0,-240996.78465707,0.0,37695,732.9665649414062,0.0001
3628800,4943,,18128,734,200.0,-240996.78465707,0.0,,,
3628800,4943,,18132,734,200.0,-240996.78465707,0.0,,,
3628800,4943,,18136,734,200.0,-240996.78465707,0.0,,,
3628800,4943,,18140,734,200.0,-240996.78465707,0.0,,,
3628800,4943,,18144,734,200.0,-240996.78465707,0.0,,,
3633600,4941,0.589057142857143,18148,735,200.0,-241015.53002254,0.0,37745,747.12548828125,0.0001
3633600,4941,,18152,735,200.0,-241015.53002254,0.0,,,
3633600,4941,,18156,735,200.0,-241015.53002254,0.0,,,
3633600,4941,,18160,735,200.0,-241015.53002254,0.0,,,
3633600,4941,,18164,735,200.0,-241015.53002254,0.0,,,
3633600,4941,,18168,735,200.0,-241015.53002254,0.0,,,
3638400,4940,0.5885142857142857,18172,736,200.0,-240775.61265095,0.0,37795,744.0725830078125,0.0001
3638400,4940,,18176,736,200.0,-240775.61265095,0.0,,,
3638400,4940,,18180,736,200.0,-240775.61265095,0.0,,,
3638400,4940,,18184,736,200.0,-240775.61265095,0.0,,,
3638400,4940,,18188,736,200.0,-240775.61265095,0.0,,,
3638400,4940,,18192,736,200.0,-240775.61265095,0.0,,,
3643200,4937,0.5879714285714286,18196,737,200.0,-241271.31898514004,0.0,37845,719.4992919921875,0.0001
3643200,4937,,18200,737,200.0,-241271.31898514004,0.0,,,
3643200,4937,,18204,737,200.0,-241271.31898514004,0.0,,,
3643200,4937,,18208,737,200.0,-241271.31898514004,0.0,,,
3643200,4937,,18212,737,200.0,-241271.31898514004,0.0,,,
3643200,4937,,18216,737,200.0,-241271.31898514004,0.0,,,
3648000,4935,0.5874285714285713,18220,739,200.0,-241131.04679904997,0.0,37895,732.8310302734375,0.0001
3648000,4935,,18224,739,200.0,-241131.04679904997,0.0,,,
3648000,4935,,18228,739,200.0,-241131.04679904997,0.0,,,
3648000,4935,,18232,739,200.0,-241131.04679904997,0.0,,,
3648000,4935,,18236,739,200.0,-241131.04679904997,0.0,,,
3648000,4934,,18240,739,200.0,-241131.04679904997,0.0,,,
3652800,4933,0.5868857142857142,18244,740,200.0,-241431.62590008002,0.0,37945,745.7866333007812,0.0001
3652800,4933,,18248,740,200.0,-241431.62590008002,0.0,,,
3652800,4933,,18252,740,200.0,-241431.62590008002,0.0,,,
3652800,4933,,18256,740,200.0,-241431.62590008002,0.0,,,
3652800,4933,,18260,740,200.0,-241431.62590008002,0.0,,,
3652800,4933,,18264,740,200.0,-241431.62590008002,0.0,,,
3657600,4931,0.5863428571428573,18268,741,200.0,-242592.56408214,0.0,37995,724.2966552734375,0.0001
3657600,4931,,18272,741,200.0,-242592.56408214,0.0,,,
3657600,4931,,18276,741,200.0,-242592.56408214,0.0,,,
3657600,4931,,18280,741,200.0,-242592.56408214,0.0,,,
3657600,4931,,18284,741,200.0,-242592.56408214,0.0,,,
3657600,4931,,18288,741,200.0,-242592.56408214,0.0,,,
3662400,4928,0.5857999999999999,18292,743,200.0,-243097.48837821,0.0,38045,726.7850708007812,0.0001
3662400,4928,,18296,743,200.0,-243097.48837821,0.0,,,
3662400,4928,,18300,743,200.0,-243097.48837821,0.0,,,
3662400,4928,,18304,743,200.0,-243097.48837821,0.0,,,
3662400,4928,,18308,743,200.0,-243097.48837821,0.0,,,
3662400,4928,,18312,743,200.0,-243097.48837821,0.0,,,
3667200,4926,0.5852571428571429,18316,744,200.0,-243344.26104413997,0.0,38095,727.7216186523438,0.0001
3667200,4925,,18320,744,200.0,-243344.26104413997,0.0,,,
3667200,4925,,18324,744,200.0,-243344.26104413997,0.0,,,
3667200,4925,,18328,744,200.0,-243344.26104413997,0.0,,,
3667200,4925,,18332,744,200.0,-243344.26104413997,0.0,,,
3667200,4925,,18336,744,200.0,-243344.26104413997,0.0,,,
3672000,4923,0.5847142857142857,18340,745,200.0,-241692.14043683,0.0,38145,712.8928466796875,0.0001
3672000,4923,,18344,745,200.0,-241692.14043683,0.0,,,
3672000,4923,,18348,745,200.0,-241692.14043683,0.0,,,
3672000,4923,,18352,745,200.0,-241692.14043683,0.0,,,
3672000,4923,,18356,745,200.0,-241692.14043683,0.0,,,
3672000,4923,,18360,745,200.0,-241692.14043683,0.0,,,
3676800,4921,0.5841714285714286,18364,747,200.0,-239676.94745229,0.0,38195,739.4527587890625,0.0001
3676800,4921,,18368,747,200.0,-239676.94745229,0.0,,,
3676800,4921,,18372,747,200.0,-239676.94745229,0.0,,,
3676800,4921,,18376,747,200.0,-239676.94745229,0.0,,,
3676800,4921,,18380,747,200.0,-239676.94745229,0.0,,,
3676800,4921,,18384,747,200.0,-239676.94745229,0.0,,,
3681600,4919,0.5836285714285715,18388,748,200.0,-239786.20198379998,0.0,38245,725.3635986328125,0.0001
3681600,4919,,18392,748,200.0,-239786.20198379998,0.0,,,
3681600,4919,,18396,748,200.0,-239786.20198379998,0.0,,,
3681600,4919,,18400,748,200.0,-239786.20198379998,0.0,,,
3681600,4919,,18404,748,200.0,-239786.20198379998,0.0,,,
3681600,4919,,18408,748,200.0,-239786.20198379998,0.0,,,
3686400,4917,0.5830857142857144,18412,749,200.0,-240230.49664751,0.0,38295,725.8573364257812,0.0001
3686400,4917,,18416,749,200.0,-240230.49664751,0.0,,,
3686400,4917,,18420,749,200.0,-240230.49664751,0.0,,,
3686400,4917,,18424,749,200.0,-240230.49664751,0.0,,,
3686400,4917,,18428,749,200.0,-240230.49664751,0.0,,,
3686400,4917,,18432,749,200.0,-240230.49664751,0.0,,,
3691200,4915,0.5825428571428571,18436,750,200.0,-241534.8219793,0.0,38345,707.72216796875,0.0001
3691200,4915,,18440,750,200.0,-241534.8219793,0.0,,,
3691200,4915,,18444,750,200.0,-241534.8219793,0.0,,,
3691200,4915,,18448,750,200.0,-241534.8219793,0.0,,,
3691200,4915,,18452,750,200.0,-241534.8219793,0.0,,,
3691200,4915,,18456,750,200.0,-241534.8219793,0.0,,,
3696000,4913,0.582,18460,752,200.0,-241565.90423935995,0.0,38395,720.4733154296875,0.0001
3696000,4913,,18464,752,200.0,-241565.90423935995,0.0,,,
3696000,4913,,18468,752,200.0,-241565.90423935995,0.0,,,
3696000,4912,,18472,752,200.0,-241565.90423935995,0.0,,,
3696000,4912,,18476,752,200.0,-241565.90423935995,0.0,,,
3696000,4912,,18480,752,200.0,-241565.90423935995,0.0,,,
3700800,4910,0.5814571428571428,18484,753,200.0,-241316.71069203,0.0,38445,712.411474609375,0.0001
3700800,4910,,18488,753,200.0,-241316.71069203,0.0,,,
3700800,4910,,18492,753,200.0,-241316.71069203,0.0,,,
3700800,4910,,18496,753,200.0,-241316.71069203,0.0,,,
3700800,4909,,18500,753,200.0,-241316.71069203,0.0,,,
3700800,4909,,18504,753,200.0,-241316.71069203,0.0,,,
3705600,4907,0.5809142857142857,18508,755,200.0,-241117.34242405,0.0,38495,740.2904052734375,0.0001
3705600,4907,,18512,755,200.0,-241117.34242405,0.0,,,
3705600,4907,,18516,755,200.0,-241117.34242405,0.0,,,
3705600,4907,,18520,755,200.0,-241117.34242405,0.0,,,
3705600,4907,,18524,755,200.0,-241117.34242405,0.0,,,
3705600,4907,,18528,755,200.0,-241117.34242405,0.0,,,
3710400,4904,0.5803714285714288,18532,756,200.0,-241287.50338682998,0.0,38545,728.1626708984375,0.0001
3710400,4904,,18536,756,200.0,-241287.50338682998,0.0,,,
3710400,4904,,18540,756,200.0,-241287.50338682998,0.0,,,
3710400,4904,,18544,756,200.0,-241287.50338682998,0.0,,,
3710400,4904,,18548,756,200.0,-241287.50338682998,0.0,,,
3710400,4904,,18552,756,200.0,-241287.50338682998,0.0,,,
3715200,4902,0.5798285714285714,18556,757,200.0,-242034.66141250002,0.0,38595,756.397509765625,0.0001
3715200,4902,,18560,757,200.0,-242034.66141250002,0.0,,,
3715200,4902,,18564,757,200.0,-242034.66141250002,0.0,,,
3715200,4902,,18568,757,200.0,-242034.66141250002,0.0,,,
3715200,4902,,18572,757,200.0,-242034.66141250002,0.0,,,
3715200,4902,,18576,757,200.0,-242034.66141250002,0.0,,,
3720000,4899,0.5792857142857142,18580,759,200.0,-242745.86183745007,0.0,38645,724.1259521484375,0.0001
3720000,4899,,18584,759,200.0,-242745.86183745007,0.0,,,
3720000,4899,,18588,759,200.0,-242745.86183745007,0.0,,,
3720000,4899,,18592,759,200.0,-242745.86183745007,0.0,,,
3720000,4899,,18596,759,200.0,-242745.86183745007,0.0,,,
3720000,4899,,18600,759,200.0,-242745.86183745007,0.0,,,
3724800,4898,0.5787428571428572,18604,760,200.0,-243441.62216932004,0.0,38695,749.0931396484375,0.0001
3724800,4898,,18608,760,200.0,-243441.62216932004,0.0,,,
3724800,4898,,18612,760,200.0,-243441.62216932004,0.0,,,
3724800,4898,,18616,760,200.0,-243441.62216932004,0.0,,,
3724800,4897,,18620,760,200.0,-243441.62216932004,0.0,,,
3724800,4897,,18624,760,200.0,-243441.62216932004,0.0,,,
3729600,4895,0.5782,18628,761,200.0,-243227.26155777997,0.0,38745,728.6054809570312,0.0001
3729600,4895,,18632,761,200.0,-243227.26155777997,0.0,,,
3729600,4895,,18636,761,200.0,-243227.26155777997,0.0,,,
3729600,4895,,18640,761,200.0,-243227.26155777997,0.0,,,
3729600,4895,,18644,761,200.0,-243227.26155777997,0.0,,,
3729600,4895,,18648,761,200.0,-243227.26155777997,0.0,,,
3734400,4892,0.577657142857143,18652,763,200.0,-243352.73182110998,0.0,38795,741.6017211914062,0.0001
3734400,4892,,18656,763,200.0,-243352.73182110998,0.0,,,
3734400,4892,,18660,763,200.0,-243352.73182110998,0.0,,,
3734400,4892,,18664,763,200.0,-243352.73182110998,0.0,,,
3734400,4892,,18668,763,200.0,-243352.73182110998,0.0,,,
3734400,4892,,18672,763,200.0,-243352.73182110998,0.0,,,
3739200,4890,0.5771142857142857,18676,764,200.0,-242626.07164287995,0.0,38845,748.784912109375,0.0001
3739200,4890,,18680,764,200.0,-242626.07164287995,0.0,,,
3739200,4890,,18684,764,200.0,-242626.07164287995,0.0,,,
3739200,4889,,18688,764,200.0,-242626.07164287995,0.0,,,
3739200,4889,,18692,764,200.0,-242626.07164287995,0.0,,,
3739200,4889,,18696,764,200.0,-242626.07164287995,0.0,,,
3744000,4887,0.5765714285714285,18700,766,200.0,-240936.93597839997,0.0,38895,736.4888061523437,0.0001
3744000,4887,,18704,766,200.0,-240936.93597839997,0.0,,,
3744000,4887,,18708,766,200.0,-240936.93597839997,0.0,,,
3744000,4887,,18712,766,200.0,-240936.93597839997,0.0,,,
3744000,4887,,18716,766,200.0,-240936.93597839997,0.0,,,
3744000,4887,,18720,766,200.0,-240936.93597839997,0.0,,,
3748800,4884,0.5760285714285714,18724,767,200.0,-240453.91057054995,0.0,38945,731.2638549804688,0.0001
3748800,4884,,18728,767,200.0,-240453.91057054995,0.0,,,
3748800,4884,,18732,767,200.0,-240453.91057054995,0.0,,,
3748800,4884,,18736,767,200.0,-240453.91057054995,0.0,,,
3748800,4884,,18740,767,200.0,-240453.91057054995,0.0,,,
3748800,4884,,18744,767,200.0,-240453.91057054995,0.0,,,
3753600,4883,0.5754857142857143,18748,768,200.0,-240483.15502146003,0.0,38995,707.5456298828125,0.0001
3753600,4883,,18752,768,200.0,-240483.15502146003,0.0,,,
3753600,4883,,18756,768,200.0,-240483.15502146003,0.0,,,
3753600,4883,,18760,768,200.0,-240483.15502146003,0.0,,,
3753600,4883,,18764,768,200.0,-240483.15502146003,0.0,,,
3753600,4883,,18768,768,200.0,-240483.15502146003,0.0,,,
3758400,4880,0.5749428571428572,18772,770,200.0,-240370.01636562997,0.0,39045,727.4843139648438,0.0001
3758400,4878,,18776,770,200.0,-240370.01636562997,0.0,,,
3758400,4878,,18780,770,200.0,-240370.01636562997,0.0,,,
3758400,4877,,18784,770,200.0,-240370.01636562997,0.0,,,
3758400,4877,,18788,770,200.0,-240370.01636562997,0.0,,,
3758400,4877,,18792,770,200.0,-240370.01636562997,0.0,,,
3763200,4876,0.5744,18796,771,200.0,-240456.03694577998,0.0,39095,720.3013427734375,0.0001
3763200,4876,,18800,771,200.0,-240456.03694577998,0.0,,,
3763200,4876,,18804,771,200.0,-240456.03694577998,0.0,,,
3763200,4876,,18808,771,200.0,-240456.03694577998,0.0,,,
3763200,4876,,18812,771,200.0,-240456.03694577998,0.0,,,
3763200,4876,,18816,771,200.0,-240456.03694577998,0.0,,,
3768000,4872,0.5738571428571427,18820,773,200.0,-240553.58851571,0.0,39145,713.8918334960938,0.0001
3768000,4872,,18824,773,200.0,-240553.58851571,0.0,,,
3768000,4872,,18828,773,200.0,-240553.58851571,0.0,,,
3768000,4872,,18832,773,200.0,-240553.58851571,0.0,,,
3768000,4872,,18836,773,200.0,-240553.58851571,0.0,,,
3768000,4872,,18840,773,200.0,-240553.58851571,0.0,,,
3772800,4869,0.5733142857142857,18844,774,200.0,-241636.87633254004,0.0,39195,734.2033203125,0.0001
3772800,4869,,18848,774,200.0,-241636.87633254004,0.0,,,
3772800,4869,,18852,774,200.0,-241636.87633254004,0.0,,,
3772800,4869,,18856,774,200.0,-241636.87633254004,0.0,,,
3772800,4869,,18860,774,200.0,-241636.87633254004,0.0,,,
3772800,4869,,18864,774,200.0,-241636.87633254004,0.0,,,
3777600,4868,0.5727714285714287,18868,775,200.0,-243215.35898938,0.0,39245,714.8296142578125,0.0001
3777600,4868,,18872,775,200.0,-243215.35898938,0.0,,,
3777600,4868,,18876,775,200.0,-243215.35898938,0.0,,,
3777600,4868,,18880,775,200.0,-243215.35898938,0.0,,,
3777600,4868,,18884,775,200.0,-243215.35898938,0.0,,,
3777600,4868,,18888,775,200.0,-243215.35898938,0.0,,,
3782400,4866,0.5722285714285715,18892,777,200.0,-242964.68050663,0.0,39295,700.1769897460938,0.0001
3782400,4866,,18896,777,200.0,-242964.68050663,0.0,,,
3782400,4866,,18900,777,200.0,-242964.68050663,0.0,,,
3782400,4866,,18904,777,200.0,-242964.68050663,0.0,,,
3782400,4866,,18908,777,200.0,-242964.68050663,0.0,,,
3782400,4866,,18912,777,200.0,-242964.68050663,0.0,,,
3787200,4864,0.5716857142857144,18916,778,200.0,-242579.48095213994,0.0,39345,725.74345703125,0.0001
3787200,4864,,18920,778,200.0,-242579.48095213994,0.0,,,
3787200,4864,,18924,778,200.0,-242579.48095213994,0.0,,,
3787200,4864,,18928,778,200.0,-242579.48095213994,0.0,,,
3787200,4864,,18932,778,200.0,-242579.48095213994,0.0,,,
3787200,4864,,18936,778,200.0,-242579.48095213994,0.0,,,
3792000,4861,0.5711428571428571,18940,779,200.0,-240782.51721135006,0.0,39395,746.491357421875,0.0001
3792000,4857,,18944,780,200.0,-240782.51721135006,0.0,,,
3792000,4857,,18948,780,200.0,-240782.51721135006,0.0,,,
3792000,4857,,18952,780,200.0,-240782.51721135006,0.0,,,
3792000,4857,,18956,780,200.0,-240782.51721135006,0.0,,,
3792000,4857,,18960,780,200.0,-240782.51721135006,0.0,,,
3796800,4854,0.5706,18964,782,200.0,-239821.55638587,0.0,39445,731.06953125,0.0001
3796800,4854,,18968,782,200.0,-239821.55638587,0.0,,,
3796800,4854,,18972,782,200.0,-239821.55638587,0.0,,,
3796800,4854,,18976,782,200.0,-239821.55638587,0.0,,,
3796800,4854,,18980,782,200.0,-239821.55638587,0.0,,,
3796800,4854,,18984,782,200.0,-239821.55638587,0.0,,,
3801600,4852,0.5700571428571429,18988,783,200.0,-239899.38614731003,0.0,39495,718.7044677734375,0.0001
3801600,4852,,18992,783,200.0,-239899.38614731003,0.0,,,
3801600,4852,,18996,783,200.0,-239899.38614731003,0.0,,,
3801600,4852,,19000,783,200.0,-239899.38614731003,0.0,,,
3801600,4852,,19004,783,200.0,-239899.38614731003,0.0,,,
3801600,4852,,19008,783,200.0,-239899.38614731003,0.0,,,
3806400,4849,0.5695142857142858,19012,784,200.0,-239891.18502909,0.0,39545,735.809716796875,0.0001
3806400,4847,,19016,785,200.0,-239891.18502909,0.0,,,
3806400,4847,,19020,785,200.0,-239891.18502909,0.0,,,
3806400,4846,,19024,785,200.0,-239891.18502909,0.0,,,
3806400,4846,,19028,785,200.0,-239891.18502909,0.0,,,
3806400,4846,,19032,785,200.0,-239891.18502909,0.0,,,
3811200,4845,0.5689714285714286,19036,786,200.0,-241622.146903,0.0,39595,716.672705078125,0.0001
3811200,4845,,19040,786,200.0,-241622.146903,0.0,,,
3811200,4845,,19044,786,200.0,-241622.146903,0.0,,,
3811200,4845,,19048,786,200.0,-241622.146903,0.0,,,
3811200,4845,,19052,786,200.0,-241622.146903,0.0,,,
3811200,4845,,19056,786,200.0,-241622.146903,0.0,,,
3816000,4842,0.5684285714285713,19060,788,200.0,-240955.77334807,0.0,39645,720.8413452148437,0.0001
3816000,4842,,19064,788,200.0,-240955.77334807,0.0,,,
3816000,4842,,19068,788,200.0,-240955.77334807,0.0,,,
3816000,4842,,19072,788,200.0,-240955.77334807,0.0,,,
3816000,4842,,19076,788,200.0,-240955.77334807,0.0,,,
3816000,4842,,19080,788,200.0,-240955.77334807,0.0,,,
3820800,4839,0.5678857142857142,19084,789,200.0,-240106.07634499003,0.0,39695,732.4091674804688,0.0001
3820800,4839,,19088,789,200.0,-240106.07634499003,0.0,,,
3820800,4839,,19092,789,200.0,-240106.07634499003,0.0,,,
3820800,4839,,19096,789,200.0,-240106.07634499003,0.0,,,
3820800,4839,,19100,789,200.0,-240106.07634499003,0.0,,,
3820800,4839,,19104,789,200.0,-240106.07634499003,0.0,,,
3825600,4837,0.5673428571428571,19108,790,200.0,-240522.92414072,0.0,39745,713.0138549804688,0.0001
3825600,4837,,19112,790,200.0,-240522.92414072,0.0,,,
3825600,4837,,19116,790,200.0,-240522.92414072,0.0,,,
3825600,4837,,19120,790,200.0,-240522.92414072,0.0,,,
3825600,4837,,19124,790,200.0,-240522.92414072,0.0,,,
3825600,4837,,19128,790,200.0,-240522.92414072,0.0,,,
3830400,4834,0.5668000000000002,19132,792,200.0,-240810.13124860998,0.0,39795,713.5694091796875,0.0001
3830400,4834,,19136,792,200.0,-240810.13124860998,0.0,,,
